date,resPropPrice,fx,dsrPnfs,dsrHousehold,dsrNfc,policyRate,financialStressIndex,bankCreditPnfs_yoy_L1,totalCreditPnfsLCY_yoy_L1,totalCreditPnfs2GDP_yoy_L1,bankCreditPnfs_yoy_L2,totalCreditPnfsLCY_yoy_L2,totalCreditPnfs2GDP_yoy_L2,cpi_yoy_L1,is_systemic_crisis,financialConditionIndex,EAtermspread,USpolicyRate,UStermSpread,financialStressIndex_movingAverage
1948-07-01,,,,,,5.0,,,,,,,,,0.0,,,,,
1948-10-01,,,,,,5.0,,,,,,,,,0.0,,,,,
1949-01-01,,,,,,5.0,,,,,,,,,0.0,,,,,
1949-04-01,,,,,,4.803191489361702,,,,,,,,,0.0,,,,,
1949-07-01,,,,,,4.068421052631579,,,,,,,,,0.0,,,,,
1949-10-01,,,,,,4.0,,,,,,,,,0.0,,,,,
1950-01-01,,,,,,4.0,,133.813672922252,133.812472357364,,,,,,0.0,,,,,
1950-04-01,,,,,,4.0,,125.70558937465417,125.73046018991968,,133.813672922252,133.812472357364,,-7.321533666666667,0.0,,,,,
1950-07-01,,,,,,4.0,,102.66317397948046,102.67934312878133,,125.70558937465417,125.73046018991968,,-7.332302333333334,0.0,,,,,
1950-10-01,,,,,,5.4526315789473685,,88.85361552028219,88.83975328755965,,102.66317397948046,102.67934312878133,,-5.631673333333333,0.0,,,,,
1951-01-01,,,,,,6.0,,77.05317471692703,77.05476212995363,,88.85361552028219,88.83975328755965,,-4.441141333333333,0.0,,,,,
1951-04-01,,,,,,6.0,,58.75934779943606,58.75738208882775,,77.05317471692703,77.05476212995363,,2.4963073333333337,0.0,,,,,
1951-07-01,,,,,,6.0,,45.50840155105558,45.501066098081026,,58.75934779943606,58.75738208882775,,8.028597333333334,0.0,,,,,
1951-10-01,,,,,,6.0,,36.6828539409787,36.685770629198245,,45.50840155105558,45.501066098081026,,9.196410666666669,0.0,,,,,
1952-01-01,,,,,,6.0,,28.827005585687697,28.824786324786334,,36.6828539409787,36.685770629198245,,10.773619666666669,0.0,,,,,
1952-04-01,,,,,,5.627659574468085,,32.65637065637066,32.65898899306971,,28.827005585687697,28.824786324786334,,7.619150333333333,0.0,,,,,
1952-07-01,,,,,,4.773684210526316,,30.646235842771485,30.6467370066432,,32.65637065637066,32.65898899306971,,2.0217743333333336,0.0,,,,,
1952-10-01,,,,,,4.5,,29.49576386990982,29.49954914337241,,30.646235842771485,30.6467370066432,,0.7370696666666667,0.0,,,,,
1953-01-01,,,,,,4.037634408602151,,30.199824054291824,30.199867308011275,,29.49576386990982,29.49954914337241,,-1.5353153333333331,0.0,,,,,
1953-04-01,,,,,,3.888297872340426,,27.78392223063044,27.787807782429997,,30.199824054291824,30.199867308011275,,-2.047518,0.0,,,,,
1953-07-01,,2.147426,,,,3.5,,31.1009122329877,31.103716443580343,,27.78392223063044,27.787807782429997,,-1.3512643333333332,0.0,,,,,
1953-10-01,,2.147426,,,,3.5,,29.92666068696248,29.92027295198969,,31.1009122329877,31.103716443580343,,-1.4609496666666668,0.0,,,,,
1954-01-01,,2.147426,,,,3.5,,25.60328185328185,25.60591101627441,,29.92666068696248,29.92027295198969,,-2.1829566666666667,0.0,,,,,
1954-04-01,,2.14744375,,,,3.265957446808511,,24.243804664723022,24.243244055670775,,25.60328185328185,25.60591101627441,,-1.4606476666666666,0.0,,,,,
1954-07-01,,2.146318049382716,,,,3.0,,22.262079695738613,22.258662483958357,,24.243804664723022,24.243244055670775,,-0.316456,0.0,,,1.015252525252525,,
1954-10-01,,2.147052725,,,,3.0,,21.6,21.598735160918615,,22.262079695738613,22.258662483958357,,0.5331703333333334,0.0,,,0.9913131313131314,,
1955-01-01,,2.1483718333333335,,,,3.0,,24.092219020172937,24.092902964071097,,21.6,21.598735160918615,,1.806366666666667,0.0,,,1.3518556701030928,,
1955-04-01,,2.153155810810811,,,,3.0,,-9.019579086309305,24.213684312397188,,24.092219020172937,24.092902964071097,,1.830199,0.0,,,1.5094897959183675,,
1955-07-01,,2.154775595238095,,,,3.3092783505154637,,-8.490932871434131,25.001166316771652,,-9.019579086309305,24.213684312397188,,1.190476,0.0,,,1.929090909090909,,
1955-10-01,,2.1552022222222225,,,,3.5,,-9.125367352391123,24.15320536835841,,-8.490932871434131,25.001166316771652,,1.898734,0.0,,,2.3545454545454545,,
1956-01-01,,2.1554317307692306,,,,3.7604166666666665,,-10.834494503793158,21.818107517214603,,-9.125367352391123,24.15320536835841,,2.116254,0.0,,,2.4835714285714285,,
1956-04-01,,2.151933054794521,,,,4.96875,,20.121705488836938,20.200623295675868,,-10.834494503793158,21.818107517214603,,2.112081,0.0,,,2.6933673469387753,,
1956-07-01,,2.1431847375,,,,5.365979381443299,,19.84973152547611,19.6741807867433,,20.121705488836938,20.200623295675868,,3.68634275,0.0,,,2.8076767676767673,,
1956-10-01,,2.144921875,,,,5.0,,17.040589456663536,16.83973232511493,,19.84973152547611,19.6741807867433,,2.5623775,0.0,,,2.934848484848485,,
1957-01-01,,2.147956743589744,,,,4.5,,13.706764828448392,13.556081115080756,,17.040589456663536,16.83973232511493,,1.84191525,0.0,,,2.937216494845361,,
1957-04-01,,2.1481984246575343,,,,4.5,,12.203509242795318,12.08536565604188,,13.706764828448392,13.556081115080756,,2.07364125,0.0,,,3.0,,
1957-07-01,,2.1479154939759035,,,,4.43298969072165,,10.033681971281696,10.093402566621435,,12.203509242795318,12.08536565604188,,1.362263,0.0,,,3.220909090909091,,
1957-10-01,,2.1481007848101266,,,,4.0,,10.020880104243512,10.093582887700547,,10.033681971281696,10.093402566621435,,2.7254555,0.0,,,3.26010101010101,,
1958-01-01,,2.148360474358974,,,,3.5894736842105264,,10.608374309012625,10.63499800593788,,10.020880104243512,10.093582887700547,,2.3363942499999997,0.0,,,1.85340206185567,,
1958-04-01,,2.144033666666667,,,,3.4739583333333335,,10.623570392740223,10.623256082927313,,10.608374309012625,10.63499800593788,,2.999423,0.0,,,0.8891836734693878,,
1958-07-01,,2.1420469523809524,,,,3.0,,11.00077624968876,10.895983230411876,,10.623570392740223,10.623256082927313,,3.2085522500000003,0.0,,,1.275050505050505,,
1958-10-01,,2.1389429620253164,,,,3.0,,11.024543378995457,10.891703924490814,,11.00077624968876,10.895983230411876,,1.251521,0.0,,,2.1405050505050505,,
1959-01-01,,2.1369385857142857,,,,2.776315789473684,,11.812295500669578,11.619337525533702,,11.024543378995457,10.891703924490814,,1.0307135,0.0,,,2.574123711340206,,
1959-04-01,,2.1373893918918916,,,,2.75,,11.781877153861744,11.586967601970798,,11.812295500669578,11.619337525533702,,0.1457725,0.0,,,3.061224489795918,,
1959-07-01,,2.1384612345679015,,,,2.8221649484536084,,12.848999841663588,12.760386732569584,,11.781877153861744,11.586967601970798,,-0.28797725,0.0,,,3.547979797979798,,
1959-10-01,,2.134077194805195,,,,3.762886597938144,,15.29702079531139,15.266111671084223,,12.848999841663588,12.760386732569584,,1.38894875,0.0,,,3.992424242424242,,
1960-01-01,,2.1322190526315787,,,,4.0,,17.655484078084662,17.576910195684437,,15.29702079531139,15.266111671084223,,2.1861825,0.0,,,3.936224489795918,,
1960-04-01,,2.132087,,,,4.302083333333333,,18.760049810791536,18.68053359568065,,17.655484078084662,17.576910195684437,,2.0348835000000003,0.0,,,3.7066326530612246,,
1960-07-01,,2.1320888888888887,,,,5.0,,19.03514720669739,18.953878216745213,,18.760049810791536,18.68053359568065,,2.249137,0.0,,,2.9545454545454546,,
1960-10-01,,2.1327163375,,,,4.4646464646464645,,17.23815044366166,17.128545056083944,,19.03514720669739,18.953878216745213,,1.29228025,0.0,,,2.310606060606061,,
1961-01-01,,2.1040131351351348,,,,3.608247422680413,,3.076288025074869,12.42535529354316,,17.23815044366166,17.128545056083944,,0.914952,0.0,,,2.0168041237113403,,
1961-04-01,,2.0304628333333334,,,,3.1989795918367347,,4.010994604499651,12.968134763601192,,3.076288025074869,12.42535529354316,,1.652273,0.0,,,1.6811224489795915,,
1961-07-01,,2.0398088656716418,,,,3.0,,3.906776941765066,13.621907790748612,,4.010994604499651,12.968134763601192,,1.7587886,0.0,,,1.6792929292929293,,
1961-10-01,,2.0448815,,,,3.0,,3.578899326817031,13.950873312134204,,3.906776941765066,13.621907790748612,,2.6078418,0.0,,,2.361111111111111,,
1962-01-01,,2.0436762424242425,,,,3.0,,14.305398122569212,15.906725905549578,5.747126436781613,3.578899326817031,13.950873312134204,,2.6596886,0.0,,,2.435567010309278,,
1962-04-01,,2.0434828666666665,,,,3.0,,12.005481060976807,14.606810280063588,5.374592833876224,14.305398122569212,15.906725905549578,5.747126436781613,3.2492995999999996,0.0,,,2.6096938775510203,,
1962-07-01,,2.042278727272727,,,,3.0,,11.68930203245626,14.1358272995441,5.128205128205132,12.005481060976807,14.606810280063588,5.374592833876224,3.4612901999999997,0.0,,,2.840909090909091,,
1962-10-01,,2.04686068115942,,,,3.0,,10.981371325059364,13.414111347477586,3.937007874015741,11.68930203245626,14.1358272995441,5.128205128205132,2.5414366,0.0,,,2.928181818181818,,
1963-01-01,,2.045851953846154,,,,3.0,,11.008580505329402,13.325578490459966,4.192546583850909,10.981371325059364,13.414111347477586,3.937007874015741,2.4807238,0.0,,,2.9681443298969077,,
1963-04-01,,2.038511841269841,,,,3.0,,11.059456814289192,13.077480086893557,4.945904173106652,11.008580505329402,13.325578490459966,4.192546583850909,3.1467336,0.0,,,2.9670408163265303,,
1963-07-01,,2.0360472916666668,,,,3.0,,11.133995023219343,12.838115656847492,5.640243902439024,11.059456814289192,13.077480086893557,4.945904173106652,3.0188678,0.0,,,3.328686868686869,,
1963-10-01,,2.032980188405797,,,,3.0,,10.694355603590887,12.130656491816127,5.606060606060614,11.133995023219343,12.838115656847492,5.640243902439024,2.3173498,0.0,,,3.452222222222222,,
1964-01-01,,2.0320421129032256,,,,3.0,,10.637410133515912,12.037668519781477,5.514157973174361,10.694355603590887,12.130656491816127,5.606060606060614,3.2810490000000003,0.0,,,3.4618367346938776,,
1964-04-01,,2.031928212121212,,,,3.0,,9.839591267218516,11.726838869715262,3.092783505154628,10.637410133515912,12.037668519781477,5.514157973174361,2.4208095999999997,0.0,,,3.4887755102040816,,
1964-07-01,,2.0324255833333336,,,,3.0,,9.641288619227751,11.784150285331329,2.4531024531024626,9.839591267218516,11.726838869715262,3.092783505154628,1.989138,0.0,,,3.452020202020202,,
1964-10-01,,2.0328044857142857,,,,3.0,,10.15681820446146,12.292016486032708,2.7259684361549352,9.641288619227751,11.784150285331329,2.4531024531024626,2.6857382000000003,0.0,,,3.5798989898989904,,
1965-01-01,,2.0337382153846155,,,,3.381443298969072,,9.938596915341114,12.1634334552833,2.259887005649719,10.15681820446146,12.292016486032708,2.7259684361549352,2.18713,0.0,,,3.9788659793814434,,
1965-04-01,,2.037932696969697,,,,3.5,,10.693136449597862,12.692685928723568,3.571428571428581,9.938596915341114,12.1634334552833,2.259887005649719,2.0544458,0.0,,,4.0830612244897955,,
1965-07-01,,2.049865,,,,3.757575757575758,,10.55319897751268,12.73349593401283,3.3802816901408628,10.693136449597862,12.692685928723568,3.571428571428581,2.8737725999999997,0.0,,,4.0798989898989895,,
1965-10-01,,2.0465615555555554,,,,4.0,,9.92307727093895,12.270744831492486,2.7932960893854775,10.55319897751268,12.73349593401283,3.3802816901408628,3.846154,0.0,,,4.172929292929293,,
1966-01-01,,2.052042121212121,,,,4.0,,9.668141398327055,11.85251374597762,2.4861878453038555,9.92307727093895,12.270744831492486,2.7932960893854775,4.0270684,0.0,,,4.561340206185567,,
1966-04-01,,2.051784369230769,,,,4.377551020408164,,9.481118440637305,11.665158710188608,2.4827586206896513,9.668141398327055,11.85251374597762,2.4861878453038555,4.0765644000000005,0.0,,,4.906020408163266,,
1966-07-01,,2.040551917808219,,,,5.0,,9.22913882873333,10.921380108020994,2.588555858310615,9.481118440637305,11.665158710188608,2.4827586206896513,4.2409495999999995,0.0,,,5.416969696969697,,
1966-10-01,,2.033521846153846,,,,5.0,,8.671021993302407,10.064374867567372,2.1739130434782705,9.22913882873333,10.921380108020994,2.588555858310615,3.1111114,0.0,,,5.565656565656566,,
1967-01-01,,2.0323034615384614,,,,4.304123711340206,,7.194129205598121,8.283751065977896,1.7520215633423095,8.671021993302407,10.064374867567372,2.1739130434782705,2.8412602,0.0,,,4.793814432989691,,
1967-04-01,,2.033348435483871,,,,3.311224489795918,,5.675374266540056,6.282602025161088,1.8842530282638048,7.194129205598121,8.283751065977896,1.7520215633423095,2.5630824,0.0,,,3.9992857142857146,,
1967-07-01,,2.045684925373134,,,,3.0,,4.6194672618363075,5.062448502679029,2.257636122177953,5.675374266540056,6.282602025161088,1.8842530282638048,1.770335,0.0,,,3.8792929292929297,,
1967-10-01,,2.04155175,,,,3.0,,4.76053469417117,5.0535608696249845,3.856382978723394,4.6194672618363075,5.062448502679029,2.257636122177953,1.8197884,0.0,,,4.16959595959596,,
1968-01-01,,2.044411409090909,,,,3.0,,6.0693576746099875,6.45967230922424,5.033112582781452,4.76053469417117,5.0535608696249845,3.856382978723394,1.336202,0.0,,,4.789591836734694,,
1968-04-01,,2.038188761904762,,,,3.0,,6.8983648127085795,7.34031035727174,5.019815059445176,6.0693576746099875,6.45967230922424,5.033112582781452,1.461598,0.0,,,5.979081632653061,,
1968-07-01,,2.044892694444444,,,,3.0,,7.719968329838878,8.580277546390658,4.415584415584428,6.8983648127085795,7.34031035727174,5.019815059445176,1.3165426,0.0,,,5.945353535353536,,
1968-10-01,,2.036848,,,,3.0,,8.35049832686483,9.397525175838185,2.94494238156211,7.719968329838878,8.580277546390658,4.415584415584428,1.270263,0.0,,,5.903737373737374,,
1969-01-01,,2.052022888888889,,,,3.0,,10.386408684672777,11.933064639559207,3.783102143757877,8.35049832686483,9.397525175838185,2.94494238156211,1.6451809999999998,0.0,,,6.509896907216495,,
1969-04-01,,2.0469278571428573,,,,3.928571428571429,,11.4768509474507,13.682591447014511,3.5220125786163514,10.386408684672777,11.933064639559207,3.783102143757877,1.533265,0.0,,,8.289795918367346,,
1969-07-01,,2.0384031142857144,,,,5.212121212121212,,11.607395031186927,13.655190425084784,2.487562189054726,11.4768509474507,13.682591447014511,3.5220125786163514,1.9489556,0.0,,,8.972323232323232,,
1969-10-01,,1.8968024492753623,,,,6.0,,12.153391543320646,14.147316193773277,2.3631840796019876,11.607395031186927,13.655190425084784,2.487562189054726,2.0901094,0.0,,,8.887676767676767,,
1970-01-01,118.9989,1.8831407049180329,,,,6.371134020618556,0.07554,15.841754983497491,15.3653904588271,2.916160388821387,12.153391543320646,14.147316193773277,2.3631840796019876,1.989274,0.0,,,8.49938144329897,,
1970-04-01,123.27,1.8600883787878788,,,,7.5,0.10604,15.414752600418025,14.502975860411826,1.8226002430133723,15.841754983497491,15.3653904588271,2.916160388821387,2.929191,0.0,,,7.882755102040816,,
1970-07-01,124.339,1.8566152777777776,,,,7.085858585858586,0.10064,15.830040489779984,14.855306620709465,1.3349514563106624,15.414752600418025,14.502975860411826,1.8226002430133723,3.3682954,0.0,,,6.698686868686869,,
1970-10-01,124.7133,1.8589155285714287,,,,6.616161616161616,0.0587599999999999,14.827194490207374,14.103921424752874,0.6075334143377908,15.830040489779984,14.855306620709465,1.3349514563106624,3.503313400000001,0.0,,,5.5774747474747475,,
1971-01-01,125.7255,1.8575940476190476,,,,6.0,0.06502,9.97503895853158,11.554188862623205,-1.2987012987013102,14.827194490207374,14.103921424752874,0.6075334143377908,3.945319,0.0,,,3.850824742268041,,
1971-04-01,129.8376,1.8261045714285715,,,,5.0,0.06414,9.517005400950062,11.07437803074818,-1.7899761336515496,9.97503895853158,11.554188862623205,-1.2987012987013102,4.2678823999999995,0.0,,,4.551020408163265,,
1971-07-01,130.5305,1.750598076923077,,,,5.0,0.07232,10.623210074123968,10.872317479172857,-0.8383233532934131,9.517005400950062,11.07437803074818,-1.7899761336515496,4.9756498,0.0,,,5.473535353535354,,
1971-10-01,129.7476,1.6918204705882351,,,,4.525252525252525,0.10192,14.414685057518906,12.484918637196008,0.9661835748792312,10.623210074123968,10.872317479172857,-0.8383233532934131,5.758242,0.0,,,4.749292929292929,,
1972-01-01,129.7109,1.634253106060606,,,,3.612244897959183,0.02908,16.344603253822743,13.388799036679377,2.2727272727272707,14.414685057518906,12.484918637196008,0.9661835748792312,5.760006199999999,0.0,,,3.526530612244898,,
1972-04-01,131.4522,1.6234663484848486,,,,3.0,0.02808,18.736151513275946,14.172605829486894,3.645200486026723,16.344603253822743,13.388799036679377,2.2727272727272707,5.4166618,0.0,,,4.302142857142857,,
1972-07-01,131.0397,1.6262393384615383,,,,3.0,0.02672,18.727127363406648,14.88517657009938,4.710144927536231,18.736151513275946,14.172605829486894,3.645200486026723,4.9499048000000005,0.0,,,4.734545454545454,,
1972-10-01,129.8337,1.6375672096774194,,,,3.919191919191919,0.0500199999999999,15.35444121015679,13.74910503548552,3.947368421052655,18.727127363406648,14.88517657009938,4.710144927536231,5.3613236,0.0,,,5.136161616161616,,0.06485666666666665
1973-01-01,128.8482,1.53609821875,,,,4.93298969072165,0.0911,15.580876995572355,14.305049805696624,4.093567251461994,15.35444121015679,13.74910503548552,3.947368421052655,6.1464928,0.0,,,6.534226804123712,,0.06615333333333331
1973-04-01,132.1882,1.3995453333333332,,,,5.928571428571429,0.14492,19.459972268846236,15.453508620075173,4.572098475967179,15.580876995572355,14.305049805696624,4.093567251461994,6.3910496000000006,0.0,,,7.817755102040816,,0.06939333333333332
1973-07-01,132.1987,1.22456328125,,,,7.0,0.40674,25.119597566963627,14.994269502710631,3.2295271049596286,19.459972268846236,15.453508620075173,4.572098475967179,7.1537847999999995,0.0,,,10.553232323232322,,0.09490166666666665
1973-10-01,129.7299,1.2972199850746269,,,,7.0,0.45326,24.953838969132413,15.008448250278803,2.9919447640966323,25.119597566963627,14.994269502710631,3.2295271049596286,7.1022486,0.0,,,10.035353535353536,,0.12777666666666665
1974-01-01,129.4368,1.389649238095238,,,,7.0,0.37614,16.497756358848314,12.894851896382107,1.2359550561797494,24.953838969132413,15.008448250278803,2.9919447640966323,7.0324878,0.0,,,9.344845360824742,,0.15370333333333333
1974-04-01,132.5986,1.281456542857143,,,,7.0,0.37444,12.815916611977627,10.856967713767853,0.5605381165919354,16.497756358848314,12.894851896382107,1.2359550561797494,7.452887800000001,0.0,,,11.243265306122447,,0.17956166666666665
1974-07-01,132.6047,1.3328860694444444,,,,7.0,0.34798,4.670488528807337,9.97767657064319,0.893854748603351,12.815916611977627,10.856967713767853,0.5605381165919354,7.1624994,1.0,,,12.127474747474746,,0.20253333333333332
1974-10-01,130.0796,1.2969063636363636,,,,6.565656565656566,0.51318,2.667709378597083,9.268981935244902,0.893854748603351,4.670488528807337,9.97767657064319,0.893854748603351,6.924493200000001,1.0,,,9.33939393939394,,0.23680499999999996
1975-01-01,128.1796,1.1952873,,,,5.582474226804123,0.41398,10.645171618852434,8.3508814393481,0.8879023307436729,2.667709378597083,9.268981935244902,0.893854748603351,6.72242,0.0,,,6.257319587628866,,0.26887999999999995
1975-04-01,127.2637,1.2041284307692308,,,,4.790816326530612,0.22808,7.848685645682063,7.187966814058067,0.557413600891854,10.645171618852434,8.3508814393481,0.8879023307436729,5.9452852,0.0,,,5.472755102040817,,0.28554666666666667
1975-07-01,126.3972,1.2982026805555555,,,,4.151515151515151,0.15468,7.457216268453659,6.118552039711389,0.5537098560354448,7.848685645682063,7.187966814058067,0.557413600891854,6.1950778,0.0,,,6.157777777777778,,0.29621000000000003
1975-10-01,125.2817,1.3291182352941175,,,,3.5,0.0934199999999999,2.7912675190313596,5.291082878967646,0.7751937984496138,7.457216268453659,6.118552039711389,0.5537098560354448,6.1316474,0.0,,,5.433535353535353,,0.29982666666666663
1976-01-01,123.4513,1.3161375846153844,,,,3.5,0.10868,0.8365960870106326,6.561835653465686,2.2002200220021972,2.7912675190313596,5.291082878967646,0.7751937984496138,5.5125972,0.0,,,4.841122448979592,,0.3012916666666667
1976-04-01,123.8931,1.3072759242424243,,,,3.5,0.11722,1.6316307413347442,6.754936163895486,1.5521064301551757,0.8365960870106326,6.561835653465686,2.2002200220021972,5.210437000000001,0.0,,,5.195102040816327,0.7960869565217391,0.2989833333333333
1976-07-01,124.4358,1.2959055555555556,,,,3.5,0.13368,3.0185519324514187,8.006978173093815,1.211453744493407,1.6316307413347442,6.754936163895486,1.5521064301551757,4.4923924,0.0,,,5.291111111111111,1.083142857142857,0.27622833333333335
1976-10-01,125.3169,1.2328727464788731,,,,3.5,0.11712,12.252134551915203,8.929701885058794,0.7692307692307665,3.0185519324514187,8.006978173093815,1.211453744493407,3.700202200000001,0.0,,,4.878686868686869,1.4511764705882353,0.24821666666666667
1977-01-01,124.4579,1.2245661363636364,,,,3.5,0.07812,13.32140458821438,8.690130338853063,-0.1076426264801089,12.252134551915203,8.929701885058794,0.7692307692307665,3.7085056,0.0,,,4.651546391752577,1.3303076923076922,0.22338166666666667
1977-04-01,125.7061,1.2083821212121213,,,,3.5,0.04648,11.441024859273806,8.782838299891726,0.1091703056768755,13.32140458821438,8.690130338853063,-0.1076426264801089,3.8735808,0.0,,,5.155510204081633,1.2584057971014493,0.19605166666666665
1977-07-01,127.2199,1.1817673285714283,,,,3.5,0.0539599999999999,13.046820028560123,8.748734410819559,0.761697497279612,11.441024859273806,8.782838299891726,0.1091703056768755,3.7325276,0.0,,,5.817171717171717,0.8442857142857143,0.17155
1977-10-01,128.4225,1.1367657258064514,,,,3.414141414141414,0.06266,10.8803688341506,8.53192393780593,1.308615049073092,13.046820028560123,8.748734410819559,0.761697497279612,3.943971,0.0,,,6.513636363636364,0.4538709677419354,0.13400666666666664
1978-01-01,129.0396,1.0612216461538462,,,,3.0,0.0938,14.05473849484964,8.632123386308699,1.7241379310344973,10.8803688341506,8.53192393780593,1.308615049073092,3.5138773999999997,0.0,,,6.7586597938144335,0.4666666666666666,0.10732499999999999
1978-04-01,130.7871,1.0618214262295085,,,,3.0,0.13242,16.46853040566214,8.037621822702512,1.1995637949836269,14.05473849484964,8.632123386308699,1.7241379310344973,3.0257684,0.0,,,7.284183673469388,0.3209230769230769,0.09935333333333331
1978-07-01,133.4952,1.026685765625,,,,3.0,0.19232,14.394949166387416,8.004583477994176,1.1879049676026154,16.46853040566214,8.037621822702512,1.1995637949836269,2.9335534,0.0,,,8.101414141414141,0.0156923076923076,0.10248999999999998
1978-10-01,135.0917,0.9596126451612904,,,,3.0,0.1339999999999999,18.295762120183245,8.477005998834208,0.8611410118406715,14.394949166387416,8.004583477994176,1.1879049676026154,2.5896818,0.0,,,9.573636363636362,-0.5157142857142858,0.10587166666666666
1979-01-01,135.4543,0.9486389393939394,,,,3.927835051546392,0.1505399999999999,17.714401173240613,8.76409082637084,1.1652542372881047,18.295762120183245,8.477005998834208,0.8611410118406715,2.4631016,0.0,,,10.106082474226804,-0.6878124999999999,0.10935999999999997
1979-04-01,138.5403,0.9693555081967212,,,,5.158163265306122,0.12734,15.586261496149724,10.004333633581664,2.478448275862055,17.714401173240613,8.76409082637084,1.1652542372881047,2.877255,0.0,,,10.192244897959185,-0.47796875,0.1102033333333333
1979-07-01,139.5638,0.929169106060606,,,,5.929292929292929,0.06054,18.428234398700983,10.80405523257908,2.5613660618996503,15.586261496149724,10.004333633581664,2.478448275862055,3.2018314000000005,0.0,,,10.943939393939395,-0.43375,0.10410833333333332
1979-10-01,139.3361,0.9032467536231884,,,,6.636363636363637,0.0494,17.83561665986184,10.518803726191203,2.3479188900747294,18.428234398700983,10.80405523257908,2.5613660618996503,4.491156999999999,0.0,,,13.602929292929293,-1.0846268656716418,0.09846499999999997
1980-01-01,139.2642,0.9062087846153846,,,,7.520408163265306,0.14454,14.5323658230188,10.313582309234691,1.9895287958115349,17.83561665986184,10.518803726191203,2.3479188900747294,5.247448,0.0,,,15.07,-1.2695238095238095,0.10399999999999998
1980-04-01,140.2524,0.9319558615384615,,,,9.13265306122449,0.25792,8.765700414914356,10.148209001179186,1.051524710830698,14.5323658230188,10.313582309234691,1.9895287958115349,5.275665,0.0,,,12.835408163265308,0.0895652173913043,0.12161999999999996
1980-07-01,141.2909,0.9072372876712328,,,,9.434343434343434,0.21314,12.53768472283905,9.676051262503748,1.352757544224814,8.765700414914356,10.148209001179186,1.051524710830698,5.892431,0.0,,,9.862525252525252,0.6292857142857142,0.13488499999999998
1980-10-01,142.5771,0.97142215942029,,,,9.0,0.41712,6.9107029830853595,9.332492786654733,2.085505735140769,12.53768472283905,9.676051262503748,1.352757544224814,5.253187800000001,0.0,,,15.822525252525253,-0.7635820895522387,0.16442333333333334
