const,fx,bankCreditPnfs_yoy_L2
0.0,0.003581980389116287,-0.004058705512808692
0.0,0.0030333332251427873,-0.002930029535441692
0.0,0.002294985946516135,-0.0030058067112006975
0.0,0.001348850523818819,-0.004303953484995027
0.0,0.0017417084219086695,-0.006197958092784696
0.0,0.0022414773372635187,-0.0061424866558014895
0.0,0.0016564748171587315,-0.0033126421724475
0.0,0.001934556462090098,-0.0020805073440100315
0.0,0.0017400126574086802,0.0006453759979623905
0.0,0.0011905540438938026,0.001315609933792928
0.0,0.0012383584152443274,-0.0013540633123383448
0.0,0.0017470218983090286,-0.00041821384531343477
0.0,0.0019141836220529084,-0.0002872078572446165
0.0,0.0018439966899042304,0.0012742609619112936
0.0,0.0017960813141102735,0.0019283955563328655
0.0,0.0017346012454078474,0.001662335663791354
0.0,0.001393780156904642,0.0011981997911409323
0.0,0.0013488659615400885,-0.0018918365816712993
0.0,0.001261358300988558,-0.002249669877878334
0.0,0.0011174509814360863,-0.0016203971463085586
0.0,0.0008741253949135269,-0.0021577796212237012
0.0,0.00046565533250759376,-0.001432772517638951
0.0,0.0004688983689713674,-0.0024950814952653714
0.0,0.00027891835272396106,-0.0033028616504012665
0.0,-8.374887186280715e-05,-0.0026089336578327595
0.0,-0.00014308416723243756,-0.0039143482956308685
0.0,-3.106879566893906e-05,-0.0037197947246259866
0.0,-0.0002483583869101612,-0.0030076086447858724
0.0,-0.0003885216527347306,-0.0039586804011503725
0.0,-0.0003725058247599311,-0.0037603597228551876
0.0,-0.0002332902811210071,-0.002654920409099397
0.0,-0.0003669446648472161,-0.0007250946204267411
0.0,-1.9894324312025615e-05,-0.0019873965014534085
0.0,0.0004936973108124654,-0.00010431612392613304
0.0,0.000988210972030028,0.0012098410672931861
0.0,0.0014462040079880466,0.00013347442009708544
0.0,0.0009462682587862591,0.003974175413145219
0.0,0.001218000899578898,0.0031338341371219434
0.0,0.001313170268847917,0.002069648231443882
0.0,0.001583954202625186,0.002491494315057658
0.0,0.0016454814668907468,0.0009068102758754875
0.0,0.0013885220557031221,0.0017119127948496409
0.0,0.0016086476359849756,0.0012755509223877379
0.0,0.002019569092759197,0.0006594819777336416
0.0,0.002129941294027753,0.0008199486612837186
0.0,0.0021984746465119856,0.0007463044817884632
0.0,0.0022251169093039057,0.0019052707892419562
0.0,0.0027867327194459456,0.0006654646559687883
0.0,0.0031584506963634102,0.0011321727560903079
0.0,0.003727363486043383,0.0018042163937124834
0.0,0.0032670055436407283,0.002032754779833413
0.0,0.0026392010617252524,0.002261787171247547
0.0,0.0018965506015972842,0.001356839501146884
0.0,0.00122970712242038,-0.0012103682204487262
0.0,0.0009553427884916386,-0.0032402297906258546
0.0,0.0005123210610075565,-0.00371508281388499
0.0,0.00027770538628618826,-0.004656128142522968
0.0,-0.00018686466405956953,-0.004098587121302032
0.0,-0.00027595724351352414,-0.003146072314544614
0.0,-0.00019232607755098412,-0.0033076301519181233
0.0,-0.0005318903417164658,-0.0018314513203034437
0.0,-0.0006366849823250082,-0.0006957872325123045
0.0,-0.0005466941968873223,-0.002684475485408426
0.0,-0.0001206014301658751,-0.0006649489398491377
0.0,-0.00036973650009200043,0.0005504211296646322
0.0,-0.00015777477447656557,0.001163491567251928
0.0,8.092933764442163e-05,0.0025017600482449627
0.0,4.5976312819935166e-05,0.0025952501000489282
0.0,-0.0002544576885936435,0.0013898173598409303
0.0,-0.000596317967922585,-0.0001000782989018795
0.0,-0.0006339103184717932,-0.001048871095990493
0.0,-0.0008653775625369447,-0.0025731082326710215
0.0,-0.0011084895262145303,-0.002936571502101953
0.0,-0.0010422031393522053,-0.003581254947205039
0.0,-0.0004770885516590855,-0.002574573041284553
0.0,-0.00043466207019658107,0.00020034559496463718
0.0,-0.0007571785150290316,0.0006896730987762692
0.0,-0.0007967838087837701,0.0002635582971637732
0.0,-0.0008038904037605359,-0.0010595411333460692
0.0,-0.001218812200790789,-0.0024083817504426644
0.0,-0.0010116026346136413,-0.005145087569364557
0.0,-0.0007503934726757765,-0.004926813285731024
0.0,-0.0007983601937416944,0.0005285503321329324
0.0,-0.0006316552037653919,-0.0007858631505360389
0.0,-0.0006228912517310169,0.0018369562121108712
0.0,-0.0005115536442038141,0.002507248710881032
0.0,-0.0006828181531876383,0.0005637010595574983
0.0,-0.0009459970120725905,-0.00011698364591339447
0.0,-0.0010049643116290365,-0.001954950708624874
0.0,-0.001183057560593574,-0.0018127616537374235
0.0,-0.001407790943565909,-0.0025007237149773263
0.0,-0.0013124238004275672,-0.0034397462551242356
0.0,-0.001336647998463099,-0.0023170381127580095
0.0,-0.0012124132866592778,-0.000893919824809903
0.0,-0.0010726347488812917,-0.0009580934607049096
0.0,-0.0011278599160680447,0.0011779528293355736
0.0,-0.0010436196903921661,0.0018131249052047525
0.0,-0.000694295940870378,0.00136443225189787
0.0,-0.0005433902894552437,0.0012581687995289097
0.0,-0.00028927067289248766,0.0022048127213650896
0.0,-0.0004145458073343719,0.00216681096920341
0.0,-0.0002426368501926437,0.002416087627652986
0.0,-0.000300855771330082,0.0027047445443174156
0.0,-0.00038930659468689035,0.00163436206713062
0.0,-0.0006765454112916757,0.0006527862974155378
0.0,-0.00044783205982318054,-0.0010311746570818073
0.0,-0.0001582401029549971,-0.0015781591435133655
0.0,-0.00011109148124891809,-0.0005005616567214337
0.0,-6.506198920226835e-05,0.0006437265267871427
0.0,0.00021189400220513572,0.0014369783502813864
0.0,0.0005255823659836154,0.0026249063769875933
0.0,0.0007069609161222876,0.0016046921794636393
0.0,0.0009595912805944265,0.0013475139749332763
0.0,0.0005867461077691863,0.0032233458953940717
0.0,0.000927449998600267,0.0017850773706314135
0.0,0.0008061338149831104,0.002097266025091149
0.0,0.0007606688214415582,0.0029322190189713013
0.0,0.0008966307274654246,0.0008920668277600436
0.0,0.0006189277663457842,0.0023796098402081296
0.0,0.00022335422548151382,0.002532194344811429
0.0,0.0001420327976321547,-0.0004776982295566999
0.0,-0.00023278573339811595,0.0006906956355987983
0.0,-0.0005056503824777737,-0.0008317382168582376
0.0,-0.00046712448779165036,-0.0017941434376640116
0.0,-0.0007192142312223204,-0.00045930024494951585
0.0,-0.0009445973171376579,-0.0008271659453970473
0.0,-0.0007862776857116566,-0.0010079684007285807
0.0,-0.0008466697013384172,0.00040561860365644574
0.0,-0.0010961442095480428,0.0013833792294115864
0.0,-0.0011483244106009428,0.0014072502665713037
0.0,-0.0009794510108109252,0.0012310769755530574
0.0,-0.0008381451009871017,0.001564515775837616
0.0,-0.0007219552383160495,0.002713568559962927
0.0,-0.0007747863890662872,0.003013026270324711
0.0,-0.0009736175419904104,0.004928189727509905
0.0,-0.0010290662963537618,0.0032692482518668835
0.0,-0.0010749076543958116,0.0009533809360245618
0.0,-0.0011462969058646064,0.0009511515908725572
0.0,-0.0012614949474903938,-0.00012708428198241216
0.0,-0.001336042659239491,0.00046557566385486813
0.0,-0.0015368754167859057,0.0013004604507231136
0.0,-0.0016593759326597845,0.00014780636122812275
0.0,-0.0018111862430178884,-0.000281433038295076
0.0,-0.0016785848031635854,-0.001880809205104189
0.0,-0.0011707154024351916,-0.0017059463716705661
0.0,-0.0011194430617667013,0.0013871586802509663
0.0,-0.0012992668742580192,0.002645122163679446
0.0,-0.001489448915422664,0.004996732616091925
0.0,-0.0016112691121364254,0.004176498244807409
0.0,-0.001360182110106527,0.0018457766781213854
0.0,-0.001017599372993058,0.0021235043179215446
0.0,-0.0010766505484650257,0.0025528145413814545
0.0,-0.0012903080903679121,0.00503578672594708
0.0,-0.0013176597747620775,0.0038269795057831097
0.0,-0.0015122888753316044,0.003617581774906774
0.0,-0.0014459305710116375,0.0009782307797750718
0.0,-0.0012596841114569915,-0.0011272914140558047
0.0,-0.0011466089988079924,0.001999270517292587
0.0,-0.001050606852830666,0.002427036641438793
0.0,-0.0009455318126835496,0.0029492141828412347
0.0,-0.001101136758064724,0.004291114706750592
0.0,-0.0011770030160993038,0.002669414804376153
0.0,-0.0011325368592959462,0.0015696141377829044
0.0,-0.0011865614927709855,0.0027891111082150844
0.0,-0.001298722713784423,0.001356672328593963
0.0,-0.0013243323014427825,0.001333168658238979
0.0,-0.0013291883501071865,0.0012346041719783379
0.0,-0.001195273590278535,0.0006970020642350921
0.0,-0.0009464809188244273,0.001118442921615049
0.0,-0.00046557557074727087,0.0031852239669440258
0.0,-0.0003739752912882532,0.004341583712540246
0.0,-0.00040733205814829504,0.006109509128979688
0.0,-0.0003359357814380968,0.0053602375501770405
